# Mode shape data
# omega = 1846.3 rad/s
# mode_index = None
# x (m)		phi (normalized)
0.0000	-0.000
0.0004	0.000
0.0008	0.000
0.0012	0.000
0.0016	0.000
0.0020	0.001
0.0024	0.001
0.0029	0.001
0.0033	0.001
0.0037	0.002
0.0041	0.002
0.0045	0.003
0.0049	0.003
0.0053	0.004
0.0057	0.004
0.0061	0.005
0.0065	0.005
0.0069	0.006
0.0073	0.007
0.0078	0.007
0.0082	0.008
0.0086	0.009
0.0090	0.010
0.0094	0.011
0.0098	0.011
0.0102	0.012
0.0106	0.013
0.0110	0.014
0.0114	0.015
0.0118	0.016
0.0122	0.017
0.0127	0.018
0.0131	0.019
0.0135	0.021
0.0139	0.022
0.0143	0.023
0.0147	0.024
0.0151	0.025
0.0155	0.027
0.0159	0.028
0.0163	0.029
0.0167	0.030
0.0171	0.032
0.0176	0.033
0.0180	0.034
0.0184	0.036
0.0188	0.037
0.0192	0.038
0.0196	0.040
0.0200	0.041
0.0200	0.041
0.0204	0.043
0.0207	0.044
0.0211	0.045
0.0215	0.047
0.0218	0.048
0.0222	0.049
0.0226	0.050
0.0229	0.052
0.0233	0.053
0.0237	0.054
0.0240	0.056
0.0244	0.057
0.0248	0.058
0.0251	0.060
0.0255	0.061
0.0259	0.063
0.0262	0.064
0.0266	0.065
0.0270	0.067
0.0273	0.068
0.0277	0.069
0.0281	0.071
0.0284	0.072
0.0288	0.073
0.0292	0.075
0.0296	0.076
0.0299	0.077
0.0303	0.079
0.0307	0.080
0.0310	0.082
0.0314	0.083
0.0318	0.084
0.0321	0.086
0.0325	0.087
0.0329	0.088
0.0332	0.090
0.0336	0.091
0.0340	0.092
0.0343	0.094
0.0347	0.095
0.0351	0.096
0.0354	0.098
0.0358	0.099
0.0362	0.100
0.0365	0.102
0.0369	0.103
0.0373	0.104
0.0376	0.106
0.0380	0.107
0.0380	0.107
0.0389	0.110
0.0397	0.113
0.0406	0.116
0.0414	0.118
0.0423	0.121
0.0431	0.124
0.0440	0.126
0.0449	0.129
0.0457	0.131
0.0466	0.133
0.0474	0.136
0.0483	0.138
0.0491	0.139
0.0500	0.141
0.0509	0.143
0.0517	0.144
0.0526	0.146
0.0534	0.147
0.0543	0.148
0.0551	0.149
0.0560	0.150
0.0569	0.150
0.0577	0.151
0.0586	0.151
0.0594	0.151
0.0603	0.151
0.0611	0.151
0.0620	0.150
0.0629	0.150
0.0637	0.149
0.0646	0.148
0.0654	0.147
0.0663	0.145
0.0671	0.143
0.0680	0.141
0.0689	0.139
0.0697	0.137
0.0706	0.134
0.0714	0.131
0.0723	0.128
0.0731	0.125
0.0740	0.121
0.0749	0.117
0.0757	0.113
0.0766	0.108
0.0774	0.104
0.0783	0.099
0.0791	0.093
0.0800	0.088
0.0800	0.088
0.0804	0.085
0.0809	0.082
0.0813	0.079
0.0817	0.076
0.0821	0.073
0.0826	0.070
0.0830	0.066
0.0834	0.063
0.0839	0.059
0.0843	0.056
0.0847	0.052
0.0851	0.049
0.0856	0.045
0.0860	0.041
0.0864	0.037
0.0869	0.034
0.0873	0.030
0.0877	0.026
0.0881	0.022
0.0886	0.017
0.0890	0.013
0.0894	0.009
0.0899	0.005
0.0903	0.001
0.0907	-0.004
0.0911	-0.008
0.0916	-0.013
0.0920	-0.017
0.0924	-0.022
0.0929	-0.026
0.0933	-0.031
0.0937	-0.036
0.0941	-0.040
0.0946	-0.045
