# Mode shape data
# omega = 716.8 rad/s
# mode_index = None
# x (m)		phi (normalized)
0.0000	-0.000
0.0004	0.000
0.0008	0.000
0.0012	0.000
0.0016	0.000
0.0020	0.000
0.0024	0.001
0.0029	0.001
0.0033	0.001
0.0037	0.001
0.0041	0.002
0.0045	0.002
0.0049	0.002
0.0053	0.003
0.0057	0.003
0.0061	0.004
0.0065	0.004
0.0069	0.005
0.0073	0.005
0.0078	0.006
0.0082	0.007
0.0086	0.007
0.0090	0.008
0.0094	0.009
0.0098	0.009
0.0102	0.010
0.0106	0.011
0.0110	0.012
0.0114	0.013
0.0118	0.013
0.0122	0.014
0.0127	0.015
0.0131	0.016
0.0135	0.017
0.0139	0.018
0.0143	0.019
0.0147	0.020
0.0151	0.022
0.0155	0.023
0.0159	0.024
0.0163	0.025
0.0167	0.026
0.0171	0.028
0.0176	0.029
0.0180	0.030
0.0184	0.031
0.0188	0.033
0.0192	0.034
0.0196	0.035
0.0200	0.037
0.0200	0.037
0.0204	0.038
0.0207	0.040
0.0211	0.041
0.0215	0.042
0.0218	0.044
0.0222	0.045
0.0226	0.046
0.0229	0.048
0.0233	0.049
0.0237	0.051
0.0240	0.052
0.0244	0.054
0.0248	0.055
0.0251	0.057
0.0255	0.058
0.0259	0.060
0.0262	0.061
0.0266	0.063
0.0270	0.065
0.0273	0.066
0.0277	0.068
0.0281	0.070
0.0284	0.071
0.0288	0.073
0.0292	0.075
0.0296	0.077
0.0299	0.078
0.0303	0.080
0.0307	0.082
0.0310	0.084
0.0314	0.085
0.0318	0.087
0.0321	0.089
0.0325	0.091
0.0329	0.093
0.0332	0.095
0.0336	0.097
0.0340	0.099
0.0343	0.101
0.0347	0.103
0.0351	0.104
0.0354	0.106
0.0358	0.108
0.0362	0.110
0.0365	0.112
0.0369	0.114
0.0373	0.117
0.0376	0.119
0.0380	0.121
0.0380	0.121
0.0389	0.126
0.0397	0.131
0.0406	0.136
0.0414	0.141
0.0423	0.146
0.0431	0.151
0.0440	0.156
0.0449	0.162
0.0457	0.167
0.0466	0.172
0.0474	0.178
0.0483	0.183
0.0491	0.189
0.0500	0.194
0.0509	0.200
0.0517	0.206
0.0526	0.212
0.0534	0.217
0.0543	0.223
0.0551	0.229
0.0560	0.235
0.0569	0.241
0.0577	0.247
0.0586	0.253
0.0594	0.259
0.0603	0.265
0.0611	0.271
0.0620	0.277
0.0629	0.283
0.0637	0.289
0.0646	0.295
0.0654	0.301
0.0663	0.308
0.0671	0.314
0.0680	0.320
0.0689	0.326
0.0697	0.332
0.0706	0.339
0.0714	0.345
0.0723	0.351
0.0731	0.357
0.0740	0.364
0.0749	0.370
0.0757	0.376
0.0766	0.382
0.0774	0.388
0.0783	0.395
0.0791	0.401
0.0800	0.407
0.0800	0.407
0.0804	0.410
0.0809	0.413
0.0813	0.416
0.0817	0.419
0.0821	0.422
0.0826	0.425
0.0830	0.428
0.0834	0.431
0.0839	0.434
0.0843	0.438
0.0847	0.441
0.0851	0.444
0.0856	0.447
0.0860	0.450
0.0864	0.453
0.0869	0.456
0.0873	0.459
0.0877	0.462
0.0881	0.465
0.0886	0.468
0.0890	0.471
0.0894	0.474
0.0899	0.477
0.0903	0.479
0.0907	0.482
0.0911	0.485
0.0916	0.488
0.0920	0.491
0.0924	0.494
0.0929	0.497
0.0933	0.500
0.0937	0.503
0.0941	0.506
0.0946	0.509
0.0950	0.511
0.0954	0.514
0.0959	0.517
0.0963	0.520
0.0967	0.523
0.0971	0.526
0.0976	0.528
0.0980	0.531
0.0984	0.534
0.0989	0.537
0.0993	0.540
0.0997	0.542
0.1001	0.545
0.1006	0.548
0.1010	0.550
0.1010	0.550
0.1014	0.553
0.1017	0.555
0.1021	0.557
0.1025	0.560
0.1028	0.562
0.1032	0.564
0.1036	0.566
0.1039	0.569
0.1043	0.571
0.1047	0.573
0.1050	0.575
0.1054	0.578
0.1058	0.580
0.1061	0.582
0.1065	0.584
0.1069	0.586
0.1072	0.589
0.1076	0.591
0.1080	0.593
0.1083	0.595
0.1087	0.597
0.1091	0.599
0.1094	0.601
0.1098	0.603
0.1102	0.606
0.1106	0.608
0.1109	0.610
0.1113	0.612
0.1117	0.614
0.1120	0.616
0.1124	0.618
0.1128	0.620
0.1131	0.622
0.1135	0.624
0.1139	0.626
0.1142	0.628
0.1146	0.630
0.1150	0.632
0.1153	0.634
0.1157	0.635
0.1161	0.637
0.1164	0.639
0.1168	0.641
0.1172	0.643
0.1175	0.645
0.1179	0.647
0.1183	0.648
0.1186	0.650
0.1190	0.652
0.1190	0.652
0.1278	0.691
0.1366	0.722
0.1454	0.743
0.1542	0.755
0.1630	0.757
0.1718	0.749
0.1806	0.730
0.1894	0.701
0.1982	0.662
0.2070	0.613
0.2158	0.556
0.2246	0.491
0.2333	0.419
0.2421	0.342
0.2509	0.259
0.2597	0.173
0.2685	0.085
0.2773	-0.004
0.2861	-0.092
0.2949	-0.178
0.3037	-0.260
0.3125	-0.338
0.3213	-0.410
0.3301	-0.474
0.3389	-0.531
0.3477	-0.578
0.3565	-0.614
0.3653	-0.641
0.3741	-0.655
0.3829	-0.658
0.3917	-0.650
0.4005	-0.629
0.4093	-0.596
0.4181	-0.552
0.4269	-0.497
0.4357	-0.431
0.4444	-0.355
0.4532	-0.270
0.4620	-0.177
0.4708	-0.077
0.4796	0.030
0.4884	0.142
0.4972	0.258
0.5060	0.378
0.5148	0.500
0.5236	0.624
0.5324	0.749
0.5412	0.874
0.5500	1.000
